Test_ID,Actual_Validity,Supervised_Prediction,Probability_Invalid,Stage1_Quality_Issue,Stage3_Anomaly_Flag,Stage3_Anomaly_Score
TRN-0460,Valid,Valid,0.01,False,0,0.3910524677066035
TRN-0492,Valid,Valid,0.015,False,0,0.4220357894003161
TRN-0825,Valid,Valid,0.005,False,0,0.391226187045858
TRN-0279,Valid,Valid,0.0,False,0,0.3985560707817251
TRN-0580,Valid,Valid,0.02,False,0,0.388558763459189
TRN-0992,Valid,Valid,0.08,False,0,0.4056288790997123
TRN-0934,Valid,Valid,0.01,False,0,0.386918481575522
TRN-0639,Valid,Valid,0.045,False,0,0.4480863644262154
TRN-0925,Valid,Valid,0.055,True,1,0.5957044035956274
TRN-0248,Valid,Valid,0.185,False,0,0.4553969447071967
TRN-0603,Valid,Valid,0.13,False,0,0.4078888350789575
TRN-0331,Valid,Valid,0.015,False,0,0.3806720597571388
TRN-0880,Valid,Valid,0.0,False,0,0.3769455062080281
TRN-0957,Valid,Valid,0.075,False,0,0.4232810984182732
TRN-0049,Invalid,Invalid,1.0,False,0,0.494295918477819
TRN-0672,Valid,Valid,0.19,False,0,0.4004371554442492
TRN-0149,Valid,Valid,0.03,False,0,0.4279636759529281
TRN-0043,Invalid,Invalid,0.99,False,0,0.4783420804176251
TRN-0475,Valid,Valid,0.13,False,0,0.4630316207243959
TRN-0094,Valid,Valid,0.065,False,0,0.3873624530468249
TRN-0699,Valid,Valid,0.055,False,0,0.444179247310345
TRN-0429,Valid,Valid,0.085,False,0,0.4215413362969965
TRN-0222,Valid,Valid,0.14,False,0,0.4576277596269677
TRN-0942,Invalid,Valid,0.255,False,0,0.4684438301634308
TRN-0606,Valid,Valid,0.125,False,0,0.4062768547531164
TRN-0657,Valid,Valid,0.035,False,0,0.4109309892243949
TRN-0465,Valid,Valid,0.025,False,0,0.4022243313859612
TRN-0197,Valid,Valid,0.11,False,0,0.3920038285838138
TRN-0824,Valid,Valid,0.055,False,0,0.4191952501082393
TRN-0564,Valid,Valid,0.04,False,0,0.419798044416911
TRN-0359,Valid,Valid,0.025,False,0,0.3917695265632799
TRN-0005,Invalid,Invalid,0.56,False,1,0.5070353807670546
TRN-0682,Invalid,Invalid,0.92,False,1,0.503598208795191
TRN-0011,Valid,Valid,0.03,False,0,0.4251417398652132
TRN-0753,Valid,Valid,0.04,False,0,0.3900534864915886
TRN-0610,Valid,Valid,0.095,False,0,0.4695495215498158
TRN-0752,Valid,Valid,0.11,False,0,0.4410104636741585
TRN-0472,Valid,Valid,0.01,False,0,0.402145103996427
TRN-0625,Valid,Valid,0.065,False,0,0.4123507711315278
TRN-0516,Valid,Valid,0.005,False,0,0.3993092024905356
TRN-0192,Valid,Valid,0.0,False,0,0.3823118539774699
TRN-0593,Valid,Valid,0.065,False,0,0.4314109499519405
TRN-0989,Valid,Valid,0.115,False,0,0.4191899521224668
TRN-0345,Valid,Valid,0.01,False,0,0.3869647545741586
TRN-0972,Valid,Valid,0.255,False,0,0.4195123284585837
TRN-0611,Valid,Valid,0.005,False,0,0.3778832522679725
TRN-0387,Valid,Valid,0.045,False,0,0.4444996720235286
TRN-0739,Valid,Valid,0.07,True,1,0.620380052399361
TRN-0385,Invalid,Invalid,0.8,False,0,0.4642186300293213
TRN-0750,Invalid,Invalid,0.785,False,1,0.5276495603355384
TRN-0903,Valid,Valid,0.0,False,0,0.3826273508353585
TRN-0738,Valid,Valid,0.01,False,0,0.4150806259452713
TRN-0282,Valid,Valid,0.075,False,0,0.4604699020745836
TRN-0291,Invalid,Invalid,0.91,False,0,0.444801569720784
TRN-0778,Valid,Valid,0.015,False,0,0.3748844365771673
TRN-0484,Valid,Valid,0.005,False,0,0.3850913574736381
TRN-0466,Valid,Valid,0.04,False,0,0.4024354744323226
TRN-0164,Valid,Valid,0.045,False,0,0.4379822439689898
TRN-0643,Valid,Valid,0.03,False,0,0.3648751721900048
TRN-0822,Valid,Valid,0.005,False,0,0.3921710823313158
TRN-0981,Valid,Valid,0.085,False,0,0.4225460542815478
TRN-0908,Valid,Valid,0.205,False,0,0.486040343619829
TRN-0619,Valid,Valid,0.045,False,0,0.387822552022006
TRN-0725,Valid,Valid,0.17,False,0,0.470523813731268
TRN-0027,Valid,Valid,0.07,False,0,0.3823836830553659
TRN-0977,Valid,Valid,0.01,False,0,0.4434280384943144
TRN-0846,Valid,Valid,0.005,False,0,0.3692596322873667
TRN-0802,Invalid,Invalid,0.87,True,1,0.5654759342129965
TRN-0613,Valid,Valid,0.085,False,0,0.4457335019949435
TRN-0375,Valid,Valid,0.01,False,0,0.3771946249310902
TRN-0567,Valid,Valid,0.19,False,0,0.4916006184987325
TRN-0661,Valid,Valid,0.035,False,0,0.3999808895443615
TRN-0861,Valid,Valid,0.065,False,0,0.4406634264689603
TRN-0638,Valid,Valid,0.09,False,0,0.4338493571454781
TRN-0514,Valid,Valid,0.035,False,0,0.3882192510276093
TRN-0259,Valid,Valid,0.025,False,0,0.3836502179629492
TRN-0933,Invalid,Invalid,0.92,False,0,0.4941792680488243
TRN-0785,Valid,Valid,0.015,False,0,0.4247301311944731
TRN-0571,Valid,Valid,0.04,False,0,0.4240241966156092
TRN-0101,Valid,Valid,0.07,False,0,0.4650627481990034
TRN-0308,Valid,Valid,0.01,False,0,0.3838670705790577
TRN-0447,Valid,Valid,0.035,False,0,0.3971823478664382
TRN-0354,Valid,Valid,0.025,False,0,0.3846630414491941
TRN-0719,Valid,Valid,0.045,False,0,0.4357318447169059
TRN-0517,Valid,Valid,0.02,False,0,0.4182067079623905
TRN-0956,Valid,Valid,0.01,False,0,0.43557648498364
TRN-0200,Valid,Valid,0.09,False,0,0.4696580853423637
TRN-0463,Invalid,Invalid,0.855,False,0,0.462873689155755
TRN-0356,Valid,Valid,0.03,False,0,0.4003859251950058
TRN-0464,Valid,Valid,0.135,False,0,0.4001410194096381
TRN-0052,Valid,Valid,0.095,False,0,0.4471007380410958
TRN-0737,Invalid,Invalid,0.35,False,0,0.440057069710317
TRN-0549,Valid,Valid,0.015,False,0,0.3787607903339294
TRN-0431,Valid,Valid,0.025,False,0,0.4243863718556176
TRN-0565,Valid,Valid,0.005,False,0,0.3898297743778233
TRN-0660,Valid,Valid,0.03,False,0,0.4071015948945152
TRN-0834,Valid,Valid,0.075,True,1,0.6105619826201945
TRN-0887,Valid,Valid,0.085,False,0,0.46508772142745
TRN-0336,Valid,Valid,0.015,False,0,0.4174218794964916
TRN-0023,Valid,Valid,0.025,False,0,0.3833368316731422
TRN-0305,Invalid,Invalid,0.935,False,1,0.5090107633918469
TRN-0536,Valid,Valid,0.035,False,0,0.3714978204460655
TRN-0261,Valid,Valid,0.09,False,0,0.388194611134955
TRN-0271,Valid,Valid,0.065,False,0,0.4332043643360765
TRN-0827,Valid,Valid,0.035,False,0,0.4004582186351507
TRN-0148,Invalid,Valid,0.04,False,0,0.4174355300094877
TRN-0916,Valid,Valid,0.035,False,0,0.3936596040017045
TRN-0691,Valid,Valid,0.01,False,0,0.3826449244862484
TRN-0915,Valid,Valid,0.025,False,0,0.3931673592127083
TRN-0497,Valid,Valid,0.025,False,0,0.4027963317014207
TRN-0178,Valid,Valid,0.035,False,0,0.4152170194495168
TRN-0327,Valid,Valid,0.015,False,0,0.413087845799687
TRN-0856,Invalid,Invalid,0.935,False,0,0.4795416803286268
TRN-0343,Valid,Valid,0.075,False,0,0.4129133487273338
TRN-0198,Valid,Valid,0.105,False,0,0.4207858312135103
TRN-0290,Invalid,Invalid,1.0,False,1,0.5021828931306913
TRN-0711,Valid,Valid,0.09,False,0,0.4065570276327978
TRN-0284,Valid,Valid,0.015,False,0,0.3777657893606992
TRN-0105,Valid,Valid,0.065,False,0,0.3914839024699855
TRN-0439,Valid,Valid,0.03,False,0,0.3919842179593276
TRN-0602,Invalid,Invalid,0.805,False,0,0.4187867162734282
TRN-0269,Valid,Valid,0.165,False,0,0.3953780964675436
TRN-0184,Valid,Valid,0.025,False,0,0.4147990445288294
TRN-0288,Valid,Valid,0.045,True,1,0.6368071524979049
TRN-0668,Valid,Valid,0.305,False,0,0.4723766489476585
TRN-0014,Valid,Valid,0.08,False,0,0.4410433977374119
TRN-0813,Valid,Valid,0.03,False,0,0.4416020979929
TRN-0636,Valid,Valid,0.015,False,0,0.3851136228149555
TRN-0028,Valid,Valid,0.025,False,0,0.3756127138305036
TRN-0123,Valid,Valid,0.035,False,0,0.3895491303503437
TRN-0088,Valid,Valid,0.01,False,0,0.3772724727649958
TRN-0714,Valid,Valid,0.07,False,0,0.4233911286208399
TRN-0583,Valid,Valid,0.035,False,0,0.4040883683694073
TRN-0421,Valid,Valid,0.09,False,0,0.4337374045807993
TRN-0511,Valid,Valid,0.005,False,0,0.3810016479445924
TRN-0449,Valid,Valid,0.045,False,0,0.4028199959540067
TRN-0038,Valid,Valid,0.075,False,0,0.4357291389555257
TRN-0891,Valid,Valid,0.05,False,0,0.4153683422129103
TRN-0313,Valid,Valid,0.075,False,0,0.4309821600916697
TRN-0255,Valid,Valid,0.045,False,0,0.3725622553994902
TRN-0647,Valid,Valid,0.01,False,0,0.3872976477247344
TRN-0423,Valid,Valid,0.015,False,0,0.3798077644771379
TRN-0398,Invalid,Invalid,0.855,False,0,0.4386299673258553
TRN-0289,Valid,Valid,0.045,False,0,0.3909512429911152
TRN-0579,Valid,Valid,0.03,False,0,0.4043371049414995
TRN-0275,Valid,Valid,0.03,False,0,0.3940999302284179
TRN-0885,Valid,Valid,0.045,False,0,0.4230382152295548
TRN-0201,Valid,Valid,0.03,False,0,0.4021967323104056
TRN-0171,Invalid,Invalid,0.825,False,0,0.4576323364901623
TRN-0689,Valid,Valid,0.075,False,0,0.4520379103037309
TRN-0769,Valid,Valid,0.045,False,0,0.4074991489612355
TRN-0575,Valid,Valid,0.05,False,0,0.4121032949710968
TRN-0428,Valid,Valid,0.005,False,0,0.3731107908014169
TRN-0272,Valid,Valid,0.025,False,0,0.4143491380791873
TRN-0763,Valid,Valid,0.025,False,0,0.399045569059326
TRN-0727,Valid,Valid,0.03,False,0,0.4641389488167919
TRN-0042,Valid,Valid,0.025,False,0,0.3791342297603067
TRN-0773,Invalid,Invalid,0.94,False,0,0.4288437343543874
TRN-0764,Valid,Valid,0.05,False,0,0.4039203888184134
TRN-0620,Valid,Valid,0.07,False,0,0.3749340046179896
TRN-0914,Valid,Valid,0.01,False,0,0.3963607507255478
TRN-0982,Valid,Valid,0.055,False,0,0.488661716825615
TRN-0113,Valid,Valid,0.04,True,1,0.6150612152875565
TRN-0258,Valid,Valid,0.035,False,0,0.3734201332067248
TRN-0002,Valid,Valid,0.01,False,0,0.4094981384217795
TRN-0283,Valid,Valid,0.045,False,0,0.4208331265795905
TRN-0677,Valid,Valid,0.01,False,0,0.3807863206100229
TRN-0486,Valid,Valid,0.12,False,0,0.4213351620584091
TRN-0554,Valid,Valid,0.085,False,0,0.4017814181092126
TRN-0341,Valid,Valid,0.07,False,0,0.469883959860667
TRN-0757,Valid,Valid,0.045,False,0,0.4220222961293637
TRN-0910,Valid,Valid,0.05,False,0,0.4221399145893927
TRN-0106,Valid,Valid,0.085,False,0,0.391172893330859
TRN-0712,Valid,Valid,0.04,False,0,0.417958770098101
TRN-0153,Valid,Valid,0.01,False,0,0.3733152050566393
TRN-0911,Valid,Valid,0.07,False,0,0.4307922661595916
TRN-0174,Valid,Valid,0.005,False,0,0.4088743468902352
TRN-0798,Valid,Valid,0.005,False,0,0.3912834293506826
TRN-0857,Invalid,Invalid,0.42,False,0,0.4895672889759387
TRN-0912,Valid,Valid,0.015,False,0,0.3954429926609782
TRN-0380,Valid,Valid,0.02,False,0,0.4263876327950645
TRN-0218,Valid,Valid,0.09,False,0,0.4674682338515533
TRN-0254,Invalid,Invalid,0.9,False,0,0.4490427871041993
TRN-0441,Valid,Valid,0.085,False,0,0.4470518541661509
TRN-0932,Valid,Valid,0.11,False,0,0.4208215952962423
TRN-0509,Valid,Valid,0.06,False,0,0.3910429884893884
TRN-0673,Valid,Valid,0.08,False,0,0.3875056002417645
TRN-0645,Valid,Valid,0.01,False,0,0.376550044459653
TRN-0263,Valid,Valid,0.01,False,0,0.3920931273046933
TRN-0071,Valid,Valid,0.055,False,0,0.4476604828449801
TRN-0013,Valid,Valid,0.025,False,0,0.387347074183725
TRN-0260,Valid,Valid,0.13,False,0,0.4695233768565767
TRN-0045,Valid,Valid,0.135,False,0,0.4196089071395529
TRN-0504,Valid,Valid,0.035,False,0,0.4504776307922142
TRN-0876,Valid,Valid,0.13,False,0,0.4537860430149436
TRN-0372,Valid,Valid,0.065,False,0,0.4357966753292624
TRN-0009,Invalid,Invalid,0.78,True,1,0.560403655188199
TRN-0835,Valid,Valid,0.13,False,0,0.4039916159062973
TRN-0083,Valid,Valid,0.03,False,0,0.424635086218144
TRN-0365,Valid,Valid,0.215,False,0,0.4002513102908582
TRN-0695,Valid,Valid,0.06,True,1,0.6090032622493226
TRN-0407,Valid,Valid,0.035,False,0,0.3847544966991757
TRN-0816,Invalid,Invalid,0.515,False,0,0.4394891464437848
TRN-0545,Valid,Valid,0.035,False,0,0.3821877522609984
TRN-0491,Valid,Valid,0.04,False,0,0.4019258131780594
TRN-0165,Valid,Valid,0.01,False,0,0.3977168901342053
TRN-0829,Invalid,Invalid,0.99,False,1,0.5594326763460148
TRN-0965,Valid,Valid,0.06,False,0,0.4379774222516763
TRN-0930,Valid,Valid,0.07,False,0,0.3899888505778823
TRN-0949,Valid,Valid,0.125,False,0,0.4099603425523589
TRN-0446,Valid,Valid,0.06,False,0,0.4176559228711144
TRN-0333,Valid,Valid,0.0,False,0,0.4108431924839104
TRN-0056,Valid,Valid,0.11,False,0,0.4096957068611954
TRN-0221,Valid,Valid,0.03,False,0,0.4668284355996365
TRN-0627,Valid,Valid,0.02,False,0,0.3935920420231873
TRN-0649,Invalid,Invalid,0.97,False,0,0.4729129934879438
TRN-0758,Valid,Valid,0.24,False,0,0.4173228161387878
TRN-0823,Valid,Valid,0.01,False,0,0.4115724750684598
TRN-0265,Valid,Valid,0.115,False,0,0.4093154786630793
TRN-0508,Invalid,Invalid,0.92,False,0,0.477260328138157
TRN-0618,Invalid,Valid,0.135,False,0,0.4095055927035061
TRN-0588,Valid,Valid,0.01,False,0,0.4368079236589366
TRN-0136,Valid,Valid,0.05,False,0,0.3954815747744849
TRN-0166,Valid,Valid,0.015,False,0,0.4250304858260588
TRN-0410,Invalid,Invalid,0.85,True,1,0.5356465048305014
TRN-0503,Valid,Valid,0.015,False,0,0.4209725218372454
TRN-0587,Valid,Valid,0.005,False,0,0.3937014906412137
TRN-0975,Valid,Valid,0.075,False,0,0.442142059177156
TRN-0143,Invalid,Invalid,0.815,False,0,0.476726107607756
TRN-0226,Valid,Valid,0.075,False,0,0.4002535087171768
TRN-0322,Valid,Valid,0.11,False,0,0.4850078618608941
TRN-0717,Valid,Valid,0.025,False,0,0.4068459751446464
TRN-0921,Valid,Valid,0.07,False,0,0.45442279996358
TRN-0659,Valid,Valid,0.01,False,0,0.4077076651077208
TRN-0276,Valid,Valid,0.02,False,0,0.4204082339396097
TRN-0573,Valid,Valid,0.1,False,0,0.4091030694597599
TRN-0877,Valid,Valid,0.1,False,0,0.4187267407291156
TRN-0468,Invalid,Invalid,0.435,False,0,0.4246561119171185
TRN-0181,Invalid,Invalid,0.36,False,0,0.4577417461410994
TRN-0353,Valid,Valid,0.02,False,0,0.4027062855060225
TRN-0147,Valid,Valid,0.03,False,0,0.4175517500835961
TRN-0144,Valid,Valid,0.03,False,0,0.4161388041181527
TRN-0019,Valid,Valid,0.045,False,0,0.4898144615893811
TRN-0626,Invalid,Invalid,1.0,False,1,0.5594326763460148
TRN-0476,Valid,Valid,0.005,False,0,0.4084016671442093
TRN-0796,Valid,Valid,0.03,False,0,0.3963402105269913
TRN-0870,Valid,Valid,0.065,False,0,0.4188994342019184
TRN-0854,Valid,Valid,0.045,False,0,0.4631890362840933
TRN-0134,Valid,Valid,0.05,False,0,0.4294543731893595
TRN-0527,Valid,Valid,0.015,False,0,0.3752903309695045
TRN-0770,Valid,Valid,0.02,False,0,0.3791334195541954
TRN-0251,Valid,Valid,0.285,False,0,0.4845660141764296
TRN-0132,Valid,Valid,0.03,False,0,0.4449766135744323
TRN-0215,Invalid,Invalid,1.0,False,0,0.4994208702028235
TRN-0780,Valid,Valid,0.0,False,0,0.3889289137660999
TRN-0425,Valid,Valid,0.065,False,0,0.4548050614918394
TRN-0273,Valid,Valid,0.015,False,0,0.4042291879881644
TRN-0970,Valid,Valid,0.115,False,0,0.4295778785498221
TRN-0318,Valid,Valid,0.085,False,0,0.3920575253331064
TRN-0767,Valid,Valid,0.06,False,0,0.4247013544403579
TRN-0437,Valid,Valid,0.125,False,0,0.4832918517472352
TRN-0502,Valid,Valid,0.16,False,0,0.4692501267730505
TRN-0413,Valid,Valid,0.145,False,0,0.4217499606798843
TRN-0735,Valid,Valid,0.2,False,0,0.3821782793747531
TRN-0249,Valid,Valid,0.025,False,0,0.4157737436016209
TRN-0941,Valid,Valid,0.02,False,0,0.4234703923455368
TRN-0644,Valid,Valid,0.07,False,0,0.4205079904788112
TRN-0004,Valid,Valid,0.02,False,0,0.4038092784984401
TRN-0102,Valid,Valid,0.015,False,0,0.4044141399085268
TRN-0310,Valid,Valid,0.0,False,0,0.3961425779172945
TRN-0653,Valid,Valid,0.045,False,0,0.4135896727031086
TRN-0115,Valid,Valid,0.095,False,0,0.4353129726623679
TRN-0772,Valid,Valid,0.09,False,0,0.4844011869963535
TRN-0831,Valid,Valid,0.185,False,0,0.3860382674126729
TRN-0705,Valid,Invalid,0.445,False,0,0.4681268344079178
TRN-0991,Valid,Valid,0.045,False,0,0.4063708317061431
TRN-0862,Valid,Valid,0.075,False,0,0.3801406004016525
TRN-0229,Valid,Valid,0.04,False,0,0.4068876096923554
TRN-0696,Valid,Valid,0.065,False,0,0.3873498072270038
TRN-0371,Valid,Valid,0.18,False,0,0.467629569755148
TRN-0819,Valid,Valid,0.055,False,0,0.3974495276396664
TRN-0107,Valid,Valid,0.005,False,0,0.3974207134442556
TRN-0017,Valid,Valid,0.045,False,0,0.4064795870742592
TRN-0196,Valid,Valid,0.125,False,0,0.4061823354062107
TRN-0548,Valid,Valid,0.055,False,0,0.404942234712057
TRN-0525,Valid,Valid,0.11,False,0,0.4090010367556823
TRN-0687,Valid,Valid,0.235,False,0,0.4819287435890356
TRN-0637,Valid,Valid,0.07,False,0,0.4661853215053878
TRN-0790,Valid,Valid,0.045,False,0,0.4205432785921481
TRN-0337,Valid,Valid,0.06,False,0,0.4321080164314657
TRN-0776,Valid,Valid,0.035,False,0,0.3745141472496339
TRN-0882,Valid,Valid,0.035,False,0,0.4086534296481425
TRN-0235,Valid,Valid,0.045,False,0,0.4083028538460226
TRN-0112,Valid,Valid,0.045,False,0,0.4319454296173642
TRN-0296,Valid,Valid,0.01,False,0,0.3978305264539606
TRN-0809,Valid,Valid,0.09,False,0,0.4824235213563206
TRN-0853,Valid,Valid,0.065,False,0,0.4016081691423274
TRN-0529,Invalid,Invalid,0.87,False,0,0.4817140296674641
TRN-0874,Invalid,Invalid,0.91,False,0,0.4595835523807202
TRN-0293,Valid,Valid,0.01,False,0,0.3834614438856116
TRN-0386,Valid,Valid,0.01,False,0,0.4117980005705753
TRN-0001,Valid,Valid,0.11,False,0,0.4361004725379758
TRN-0483,Valid,Valid,0.04,False,0,0.3991759533362035
TRN-0127,Valid,Valid,0.115,False,0,0.4244469051853871
TRN-0207,Valid,Valid,0.085,False,0,0.4282233448381941
TRN-0471,Valid,Valid,0.065,False,0,0.4452190321434751
TRN-0059,Invalid,Valid,0.325,False,1,0.533253641731209
TRN-0063,Valid,Valid,0.035,False,0,0.429129066214383
TRN-0698,Valid,Valid,0.015,False,0,0.3916516014995012
TRN-0960,Valid,Valid,0.045,False,0,0.4158502404023472
TRN-0899,Valid,Valid,0.07,False,0,0.4169649349021046
TRN-0100,Valid,Valid,0.015,True,1,0.6065141411878345
TRN-0292,Invalid,Invalid,0.73,False,1,0.5062612133232132
TRN-0789,Valid,Valid,0.025,False,0,0.4162264738300317
TRN-0883,Invalid,Invalid,0.755,False,0,0.397840127364651
TRN-0987,Valid,Valid,0.09,False,0,0.4832300784934629
TRN-0845,Valid,Valid,0.065,False,0,0.4145717108471677
TRN-0519,Valid,Valid,0.06,False,0,0.4006874827385708
TRN-0170,Valid,Valid,0.025,False,0,0.3801185253591815
TRN-0803,Valid,Valid,0.025,False,0,0.4310068888410899
TRN-0414,Valid,Valid,0.04,False,0,0.4004876746986746
TRN-0347,Valid,Valid,0.135,False,1,0.5044950813744051
TRN-0022,Valid,Valid,0.035,False,0,0.4164060922575812
TRN-0534,Valid,Valid,0.165,False,1,0.5220335775301564
TRN-0690,Invalid,Invalid,0.8,True,1,0.566809051136815
TRN-0021,Valid,Valid,0.04,False,0,0.4249128139430907
TRN-0280,Valid,Valid,0.045,False,0,0.4356862304955403
TRN-0366,Valid,Valid,0.01,False,0,0.3932236786375383
TRN-0775,Valid,Valid,0.04,False,0,0.4260670377882122
TRN-0274,Valid,Valid,0.05,False,0,0.4191640396273905
TRN-0404,Valid,Valid,0.005,False,0,0.3868771646307617
TRN-0139,Valid,Valid,0.015,False,0,0.4077095553546784
TRN-0325,Valid,Valid,0.06,False,0,0.4220768213011852
TRN-0155,Valid,Valid,0.0,False,0,0.3774735645260225
TRN-0756,Valid,Valid,0.1,False,0,0.383665064226254
TRN-0679,Valid,Valid,0.035,False,0,0.4275015715110501
TRN-0837,Invalid,Valid,0.06,False,0,0.3861285866537431
TRN-0160,Valid,Valid,0.055,False,0,0.4103412404729682
TRN-0058,Valid,Invalid,0.615,False,1,0.5035524897803665
TRN-0357,Invalid,Invalid,1.0,False,0,0.482568848340409
TRN-0964,Valid,Valid,0.045,True,1,0.6147520527894281
TRN-0594,Valid,Valid,0.055,False,0,0.4151123193358154
TRN-0520,Valid,Valid,0.04,False,0,0.4138750739842359
TRN-0495,Valid,Valid,0.005,False,0,0.3778936478066781
TRN-0328,Valid,Valid,0.055,False,0,0.4039532676124168
TRN-0152,Valid,Valid,0.125,False,0,0.4481682395751314
TRN-0962,Valid,Valid,0.035,False,0,0.3919383338822883
TRN-0990,Valid,Valid,0.03,False,0,0.4128890936498253
TRN-0740,Valid,Valid,0.01,False,0,0.4371766619009449
TRN-0812,Valid,Valid,0.095,False,0,0.4333724224650746
TRN-0079,Valid,Valid,0.05,False,0,0.4524816990551267
TRN-0008,Valid,Valid,0.14,False,0,0.4063345603493859
TRN-0865,Valid,Valid,0.035,False,0,0.4216953955017392
TRN-0909,Valid,Valid,0.075,False,0,0.3912281296913405
TRN-0693,Valid,Valid,0.075,False,0,0.4409306712601872
TRN-0427,Valid,Valid,0.05,False,0,0.4070780583101839
TRN-0595,Valid,Valid,0.005,False,0,0.4228349628216507
TRN-0086,Valid,Valid,0.06,False,0,0.4382802406991816
TRN-0338,Valid,Valid,0.075,False,0,0.4132963585129702
TRN-0745,Invalid,Invalid,1.0,False,1,0.5254743400744656
TRN-0256,Valid,Valid,0.18,False,0,0.4860331736931912
TRN-0412,Valid,Valid,0.075,False,0,0.4557893440131959
TRN-0073,Valid,Valid,0.02,False,0,0.4085737035055294
TRN-0836,Valid,Valid,0.09,False,0,0.4171628043075948
TRN-0907,Invalid,Invalid,0.79,False,0,0.4648521812049728
TRN-0010,Valid,Valid,0.03,False,0,0.3935939831688826
TRN-0569,Valid,Valid,0.005,False,0,0.4072378685930465
TRN-0528,Valid,Valid,0.125,False,0,0.4781376511904741
TRN-0983,Valid,Valid,0.075,False,0,0.3993359975946418
TRN-0760,Valid,Valid,0.17,False,0,0.4751746979380256
TRN-0547,Valid,Valid,0.34,False,0,0.4190771226655966
TRN-0376,Valid,Valid,0.115,False,0,0.4718210641132164
TRN-0600,Valid,Valid,0.015,False,0,0.400143770229425
TRN-0029,Valid,Valid,0.055,False,0,0.4084252485375446
TRN-0039,Invalid,Invalid,0.93,False,0,0.426735848808787
TRN-0033,Valid,Valid,0.085,False,0,0.4320442493447104
TRN-0833,Valid,Valid,0.28,False,0,0.4727778920157688
TRN-0390,Valid,Valid,0.015,False,0,0.4519813151684894
TRN-0044,Valid,Valid,0.17,False,0,0.4790994224225788
TRN-0452,Valid,Valid,0.015,False,0,0.3854371354176136
TRN-0228,Valid,Valid,0.06,False,0,0.4431839627365029
TRN-0432,Invalid,Invalid,0.85,False,0,0.4606572029114522
TRN-0898,Valid,Valid,0.02,False,0,0.413630954425001
TRN-0204,Valid,Valid,0.055,False,0,0.3816317216604355
TRN-0121,Invalid,Invalid,0.73,False,0,0.4663272743004247
TRN-0902,Valid,Valid,0.03,False,0,0.4221277699741063
TRN-0183,Valid,Valid,0.12,False,0,0.4740002267930015
TRN-0634,Valid,Valid,0.045,False,0,0.4185206088623232
TRN-0378,Valid,Valid,0.07,False,0,0.4077448138446469
TRN-0814,Valid,Valid,0.02,False,0,0.396355625629251
TRN-0396,Valid,Valid,0.005,False,0,0.4142319417437202
TRN-0663,Valid,Invalid,0.435,False,1,0.5085212707003052
TRN-0193,Valid,Valid,0.06,False,0,0.4578618947553091
TRN-0163,Valid,Valid,0.01,False,0,0.3954499466648501
TRN-0951,Valid,Valid,0.03,False,0,0.3921325497534041
TRN-0453,Valid,Valid,0.11,False,0,0.4663769393966196
TRN-0247,Valid,Valid,0.02,False,0,0.4439261566258828
TRN-0892,Valid,Valid,0.035,False,0,0.4184020386362793
TRN-0841,Valid,Valid,0.005,False,0,0.4339291290379075
TRN-0233,Invalid,Invalid,0.835,False,0,0.4549616525774652
TRN-0896,Valid,Valid,0.005,False,0,0.391075117641272
TRN-0572,Valid,Valid,0.01,False,0,0.4242713088537939
TRN-0377,Valid,Valid,0.015,False,0,0.3858483809123541
TRN-0402,Invalid,Invalid,0.645,False,0,0.4198234778616474
TRN-0692,Invalid,Invalid,0.895,False,0,0.4445731280630806
TRN-0524,Valid,Valid,0.03,False,0,0.4260282838938656
TRN-0686,Valid,Valid,0.045,False,0,0.3800030592639871
TRN-0479,Invalid,Invalid,0.675,False,0,0.413769349250695
TRN-0731,Valid,Valid,0.17,False,0,0.3808486217646985
TRN-0099,Valid,Valid,0.01,False,0,0.4016730626070753
TRN-0817,Valid,Valid,0.095,False,0,0.3966863883230378
TRN-0277,Valid,Valid,0.005,False,0,0.4296719519108501
TRN-0493,Valid,Valid,0.05,False,0,0.3776533841218912
TRN-0726,Valid,Valid,0.04,False,0,0.3928397585103355
TRN-0330,Valid,Valid,0.07,False,0,0.389145847733308
TRN-0117,Valid,Valid,0.025,False,0,0.3769256618750338
TRN-0840,Valid,Valid,0.035,False,0,0.4309783757798279
TRN-0640,Invalid,Invalid,0.525,False,0,0.4329803385231131
TRN-0576,Valid,Valid,0.03,False,0,0.4397418954680078
TRN-0815,Valid,Valid,0.02,False,0,0.3730575007267994
TRN-0048,Valid,Valid,0.025,False,0,0.3888709807980517
TRN-0783,Valid,Valid,0.045,True,1,0.6193018510883923
TRN-0632,Valid,Valid,0.02,False,0,0.4179662700392443
TRN-0766,Valid,Valid,0.035,False,0,0.4098795100862162
TRN-0241,Valid,Valid,0.0,False,0,0.3908256354280216
TRN-0810,Valid,Valid,0.055,False,0,0.4186794537274325
TRN-0301,Invalid,Invalid,0.795,False,1,0.5205557270428216
TRN-0984,Valid,Valid,0.035,False,0,0.4092380341840539
TRN-0054,Valid,Valid,0.11,False,0,0.4950174723762692
TRN-0866,Invalid,Invalid,0.63,False,1,0.5498318206844562
TRN-0180,Valid,Valid,0.045,False,0,0.4175005012155829
TRN-0832,Valid,Valid,0.095,False,0,0.4608365473182493
TRN-0979,Valid,Valid,0.19,False,0,0.4224091361611631
