Test_ID,Actual_Validity,Actual_Binary,Supervised_Prediction,Supervised_Binary,Supervised_Probability_Invalid,IsolationForest_Score,IsolationForest_Flag,LOF_Score,LOF_Flag,Agreement_Group
TRN-0553,Valid,0,Valid,0,0.05,0.4069155486647732,0,1.0286745466095915,0,Group 4 (Both Valid/Normal)
TRN-0253,Valid,0,Valid,0,0.11,0.47097662117866335,0,1.2214310595141968,0,Group 4 (Both Valid/Normal)
TRN-0566,Valid,0,Valid,0,0.04,0.39050410709242733,0,0.9823565023783573,0,Group 4 (Both Valid/Normal)
TRN-0777,Valid,0,Valid,0,0.13,0.4504068762088208,0,1.1621693334079835,0,Group 4 (Both Valid/Normal)
TRN-0485,Valid,0,Valid,0,0.05,0.4216928270037821,0,1.026453737549875,0,Group 4 (Both Valid/Normal)
TRN-0076,Invalid,1,Valid,0,0.29,0.4728468755254156,0,1.3697668308595354,0,Group 4 (Both Valid/Normal)
TRN-0234,Valid,0,Valid,0,0.06,0.4448988448791495,0,0.9746492004246419,0,Group 4 (Both Valid/Normal)
TRN-0176,Valid,0,Valid,0,0.07,0.39671501780773427,0,1.0663863780349114,0,Group 4 (Both Valid/Normal)
TRN-0931,Valid,0,Valid,0,0.1,0.4048300095998208,0,1.0032568367395296,0,Group 4 (Both Valid/Normal)
TRN-0945,Invalid,1,Invalid,1,0.98,0.47834208041762516,0,0.9905013229245789,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0715,Valid,0,Valid,0,0.01,0.3843035687900525,0,0.973393444344586,0,Group 4 (Both Valid/Normal)
TRN-0103,Valid,0,Valid,0,0.03,0.38900695944299724,0,0.9819337265595867,0,Group 4 (Both Valid/Normal)
TRN-0522,Valid,0,Valid,0,0.19,0.3871145950940961,0,0.9872244468756174,0,Group 4 (Both Valid/Normal)
TRN-0612,Valid,0,Valid,0,0.25,0.4398848170530395,0,1.1338045461900363,0,Group 4 (Both Valid/Normal)
TRN-0706,Valid,0,Valid,0,0.0,0.39439792747411817,0,0.9811431078926072,0,Group 4 (Both Valid/Normal)
TRN-0409,Valid,0,Valid,0,0.13,0.4312588180339388,0,1.0586883934577063,0,Group 4 (Both Valid/Normal)
TRN-0741,Valid,0,Valid,0,0.05,0.4010524727535244,0,0.9859496071103617,0,Group 4 (Both Valid/Normal)
TRN-0162,Valid,0,Valid,0,0.19,0.5102425190858146,1,1.364496572514245,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0980,Valid,0,Valid,0,0.07,0.47573050632932545,0,1.1841030478448409,0,Group 4 (Both Valid/Normal)
TRN-0072,Valid,0,Valid,0,0.15,0.43057614572799735,0,1.0763652961333725,0,Group 4 (Both Valid/Normal)
TRN-0670,Valid,0,Valid,0,0.09,0.38581431780377423,0,0.983004315415046,0,Group 4 (Both Valid/Normal)
TRN-0884,Valid,0,Valid,0,0.03,0.3757090919967178,0,0.9697359352138525,0,Group 4 (Both Valid/Normal)
TRN-0765,Invalid,1,Invalid,1,0.74,0.4315240101485965,0,1.2567512374373608,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0208,Valid,0,Valid,0,0.07,0.40121209847397915,0,0.9916848310244614,0,Group 4 (Both Valid/Normal)
TRN-0116,Valid,0,Valid,0,0.02,0.3788004835125355,0,0.9835525057511585,0,Group 4 (Both Valid/Normal)
TRN-0807,Valid,0,Valid,0,0.03,0.3830759101738761,0,0.9737931580926695,0,Group 4 (Both Valid/Normal)
TRN-0515,Valid,0,Valid,0,0.12,0.45217974733129956,0,1.0476513235827025,0,Group 4 (Both Valid/Normal)
TRN-0771,Valid,0,Valid,0,0.0,0.39911583463232914,0,0.9928160607515346,0,Group 4 (Both Valid/Normal)
TRN-0252,Valid,0,Valid,0,0.09,0.44101375033693846,0,0.9977438454443298,0,Group 4 (Both Valid/Normal)
TRN-0762,Valid,0,Valid,0,0.08,0.5014556511834051,1,1.256646242858024,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0722,Valid,0,Valid,0,0.05,0.3904253947724681,0,0.9800058987768331,0,Group 4 (Both Valid/Normal)
TRN-0309,Valid,0,Valid,0,0.06,0.4525614739676246,0,1.0478418359401571,0,Group 4 (Both Valid/Normal)
TRN-0454,Valid,0,Valid,0,0.14,0.3759555209630342,0,1.0028473598597452,0,Group 4 (Both Valid/Normal)
TRN-0312,Valid,0,Valid,0,0.07,0.41873917642065883,0,1.0905753879208997,0,Group 4 (Both Valid/Normal)
TRN-0191,Valid,0,Valid,0,0.03,0.3852325839247112,0,0.9778908582731909,0,Group 4 (Both Valid/Normal)
TRN-0913,Valid,0,Valid,0,0.03,0.4117935410244988,0,1.0311433015739564,0,Group 4 (Both Valid/Normal)
TRN-0426,Valid,0,Valid,0,0.08,0.3982995876974947,0,1.051629818045793,0,Group 4 (Both Valid/Normal)
TRN-0286,Valid,0,Valid,0,0.03,0.4194059084126001,0,1.0808476823162292,0,Group 4 (Both Valid/Normal)
TRN-0400,Valid,0,Valid,0,0.14,0.3768190353127227,0,0.982619878992109,0,Group 4 (Both Valid/Normal)
TRN-0498,Valid,0,Valid,0,0.21,0.49516505093366253,0,1.152016884015532,0,Group 4 (Both Valid/Normal)
TRN-0379,Valid,0,Valid,0,0.15,0.4040376456229798,0,1.0269916135933888,0,Group 4 (Both Valid/Normal)
TRN-0120,Invalid,1,Invalid,1,0.74,0.6140350278740097,1,2.2020765743181747,1,Group 1 (Both Invalid/Anomalous)
TRN-0062,Valid,0,Valid,0,0.05,0.41406065747016085,0,1.063377174324761,0,Group 4 (Both Valid/Normal)
TRN-0216,Valid,0,Valid,0,0.03,0.4507181905709948,0,1.0262873825566734,0,Group 4 (Both Valid/Normal)
TRN-0246,Valid,0,Valid,0,0.12,0.4576517512628096,0,1.1142759085190705,0,Group 4 (Both Valid/Normal)
TRN-0303,Valid,0,Valid,0,0.03,0.37821693847084703,0,0.9621468886732725,0,Group 4 (Both Valid/Normal)
TRN-0213,Valid,0,Valid,0,0.17,0.4553173475710619,0,1.0830134867645422,0,Group 4 (Both Valid/Normal)
TRN-0156,Valid,0,Valid,0,0.02,0.37409192148115566,0,0.9703434831944449,0,Group 4 (Both Valid/Normal)
TRN-0703,Valid,0,Valid,0,0.06,0.38415822694064733,0,0.9684159303519653,0,Group 4 (Both Valid/Normal)
TRN-0702,Valid,0,Valid,0,0.22,0.41210210142410814,0,1.0283500189727768,0,Group 4 (Both Valid/Normal)
TRN-0784,Valid,0,Valid,0,0.28,0.41774280053739116,0,1.0462205717668371,0,Group 4 (Both Valid/Normal)
TRN-0929,Invalid,1,Valid,0,0.19,0.48253412208777674,0,1.222850374171649,0,Group 4 (Both Valid/Normal)
TRN-0997,Valid,0,Valid,0,0.06,0.39185901475868745,0,0.9920280215542521,0,Group 4 (Both Valid/Normal)
TRN-0368,Valid,0,Valid,0,0.01,0.3894214977743344,0,0.9984635408414931,0,Group 4 (Both Valid/Normal)
TRN-0015,Valid,0,Valid,0,0.06,0.41877375417687485,0,1.003965207252346,0,Group 4 (Both Valid/Normal)
TRN-0342,Valid,0,Valid,0,0.0,0.3904228417126715,0,0.9518329554876033,0,Group 4 (Both Valid/Normal)
TRN-0435,Valid,0,Valid,0,0.17,0.40248628905831524,0,1.0014954405608265,0,Group 4 (Both Valid/Normal)
TRN-0219,Valid,0,Valid,0,0.11,0.4206030099393815,0,0.9999490012141529,0,Group 4 (Both Valid/Normal)
TRN-0863,Valid,0,Valid,0,0.09,0.47325299313381936,0,1.1631698872685783,0,Group 4 (Both Valid/Normal)
TRN-0217,Invalid,1,Valid,0,0.16,0.4077961262495856,0,1.129944823327251,0,Group 4 (Both Valid/Normal)
TRN-0791,Valid,0,Valid,0,0.12,0.37170650815735706,0,0.9778031119631461,0,Group 4 (Both Valid/Normal)
TRN-0993,Valid,0,Invalid,1,0.67,0.4757472684512215,0,1.0297305704124757,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0481,Valid,0,Valid,0,0.13,0.49712570928230476,0,1.1413112268501364,0,Group 4 (Both Valid/Normal)
TRN-0237,Valid,0,Valid,0,0.08,0.4157737506704456,0,1.0015389375779509,0,Group 4 (Both Valid/Normal)
TRN-0424,Valid,0,Valid,0,0.11,0.4164017017173267,0,0.9911957466248872,0,Group 4 (Both Valid/Normal)
TRN-0224,Valid,0,Valid,0,0.09,0.3821110270915632,0,0.9980529015855992,0,Group 4 (Both Valid/Normal)
TRN-0024,Valid,0,Valid,0,0.36,0.5792390846498048,1,0.9841498338269211,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0761,Valid,0,Valid,0,0.06,0.4504575243057517,0,1.0426691555855216,0,Group 4 (Both Valid/Normal)
TRN-0551,Invalid,1,Invalid,1,0.8,0.48355462089868745,0,1.457475596100276,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0768,Invalid,1,Invalid,1,0.51,0.6345693508577601,1,4.720701726406327,1,Group 1 (Both Invalid/Anomalous)
TRN-0109,Valid,0,Valid,0,0.16,0.422759772549937,0,1.1127289374490812,0,Group 4 (Both Valid/Normal)
TRN-0873,Valid,0,Valid,0,0.02,0.38456526659503504,0,0.9705368870271169,0,Group 4 (Both Valid/Normal)
TRN-0589,Invalid,1,Invalid,1,1.0,0.49942087020282355,0,0.990501322924579,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0203,Invalid,1,Valid,0,0.46,0.5532235960748851,1,15.532720837384904,1,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0963,Valid,0,Valid,0,0.14,0.4370029136379872,0,1.0949494294381412,0,Group 4 (Both Valid/Normal)
TRN-0445,Valid,0,Valid,0,0.12,0.36570383644308213,0,0.9667260082867424,0,Group 4 (Both Valid/Normal)
TRN-0935,Invalid,1,Valid,0,0.09,0.4109959225143957,0,1.0941446790963245,0,Group 4 (Both Valid/Normal)
TRN-0415,Valid,0,Valid,0,0.09,0.40500881084385554,0,1.059121596194559,0,Group 4 (Both Valid/Normal)
TRN-0209,Invalid,1,Invalid,1,1.0,0.5227489520282429,1,1.0477663484799673,0,Group 1 (Both Invalid/Anomalous)
TRN-0544,Valid,0,Valid,0,0.06,0.43152531491610185,0,1.0982048811750558,0,Group 4 (Both Valid/Normal)
TRN-0111,Valid,0,Valid,0,0.12,0.41475336463504203,0,1.0620036229991918,0,Group 4 (Both Valid/Normal)
TRN-0526,Valid,0,Valid,0,0.1,0.41253105331950246,0,1.0803684662950483,0,Group 4 (Both Valid/Normal)
TRN-0940,Valid,0,Valid,0,0.12,0.4260899843771537,0,1.1098890142191098,0,Group 4 (Both Valid/Normal)
TRN-0838,Valid,0,Valid,0,0.2,0.5213464298211284,1,1.2775740873459644,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0708,Valid,0,Valid,0,0.03,0.39067989492966976,0,0.9909722876586586,0,Group 4 (Both Valid/Normal)
TRN-0075,Valid,0,Valid,0,0.11,0.40138687942455936,0,0.9806651823354038,0,Group 4 (Both Valid/Normal)
TRN-0321,Invalid,1,Invalid,1,0.73,0.49224541207111283,0,1.705858753592251,1,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0867,Valid,0,Valid,0,0.17,0.5998660031572843,1,1.0241803382339973,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0416,Valid,0,Valid,0,0.27,0.595804035065085,1,0.9820024537853186,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0188,Valid,0,Valid,0,0.2,0.6362341099583717,1,1.0013832892247165,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0050,Valid,0,Valid,0,0.07,0.4040585960663365,0,1.042083279354685,0,Group 4 (Both Valid/Normal)
TRN-0150,Valid,0,Valid,0,0.11,0.38867489831042973,0,1.0069219313285487,0,Group 4 (Both Valid/Normal)
TRN-0142,Valid,0,Valid,0,0.01,0.3862042817472694,0,0.9942660976383338,0,Group 4 (Both Valid/Normal)
TRN-0133,Valid,0,Valid,0,0.18,0.46087749178871457,0,1.1503505269886198,0,Group 4 (Both Valid/Normal)
TRN-0906,Valid,0,Valid,0,0.02,0.40016852124133223,0,1.0025040098997304,0,Group 4 (Both Valid/Normal)
TRN-0894,Valid,0,Valid,0,0.1,0.42040937290932556,0,1.0422023873055741,0,Group 4 (Both Valid/Normal)
TRN-0944,Invalid,1,Valid,0,0.32,0.5347599320260555,1,1.1409864974240427,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0030,Valid,0,Valid,0,0.02,0.43097062187453383,0,1.0066342691737349,0,Group 4 (Both Valid/Normal)
TRN-0302,Valid,0,Valid,0,0.16,0.3794069231735583,0,1.009824635787946,0,Group 4 (Both Valid/Normal)
TRN-0623,Invalid,1,Invalid,1,0.98,0.5254743400744656,1,0.9895013747690647,0,Group 1 (Both Invalid/Anomalous)
TRN-0230,Valid,0,Valid,0,0.07,0.37729438736907395,0,0.9798359598868904,0,Group 4 (Both Valid/Normal)
TRN-0060,Valid,0,Valid,0,0.18,0.4529334212747115,0,1.1630456732066345,0,Group 4 (Both Valid/Normal)
TRN-0546,Valid,0,Valid,0,0.06,0.41608639020314214,0,1.010100179093248,0,Group 4 (Both Valid/Normal)
TRN-0210,Valid,0,Valid,0,0.06,0.45521861233878574,0,1.2650745343702745,0,Group 4 (Both Valid/Normal)
TRN-0893,Valid,0,Valid,0,0.09,0.5098092910368589,1,1.352629194440944,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0797,Invalid,1,Invalid,1,0.9,0.5686450750464163,1,1.1636865868434016,0,Group 1 (Both Invalid/Anomalous)
TRN-0482,Valid,0,Valid,0,0.06,0.40987620392484725,0,1.0699783095259157,0,Group 4 (Both Valid/Normal)
TRN-0469,Valid,0,Valid,0,0.16,0.48158825028347796,0,1.096281966928125,0,Group 4 (Both Valid/Normal)
TRN-0078,Valid,0,Valid,0,0.26,0.5283006345863172,1,1.345653281040179,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0240,Valid,0,Valid,0,0.03,0.38346090636994146,0,0.980846532760529,0,Group 4 (Both Valid/Normal)
TRN-0787,Valid,0,Valid,0,0.04,0.385858375951378,0,0.9926878194180702,0,Group 4 (Both Valid/Normal)
TRN-0658,Valid,0,Valid,0,0.14,0.43547588658289077,0,0.9879149805287243,0,Group 4 (Both Valid/Normal)
TRN-0243,Valid,0,Valid,0,0.09,0.4308593901641297,0,1.087888667584102,0,Group 4 (Both Valid/Normal)
TRN-0506,Valid,0,Valid,0,0.02,0.4028344480475884,0,1.0205066751067149,0,Group 4 (Both Valid/Normal)
TRN-0732,Valid,0,Valid,0,0.2,0.47048334800993047,0,1.0651263991333815,0,Group 4 (Both Valid/Normal)
TRN-0489,Valid,0,Valid,0,0.05,0.4084686178724088,0,1.0094033578449348,0,Group 4 (Both Valid/Normal)
TRN-0842,Valid,0,Valid,0,0.08,0.4238331372384127,0,1.011057962422195,0,Group 4 (Both Valid/Normal)
TRN-0988,Valid,0,Valid,0,0.15,0.41127795827427777,0,1.0725784624823191,0,Group 4 (Both Valid/Normal)
TRN-0721,Valid,0,Valid,0,0.18,0.40700952774946736,0,0.9967891589553028,0,Group 4 (Both Valid/Normal)
TRN-0646,Invalid,1,Valid,0,0.28,0.4506704746889884,0,1.416567470308269,0,Group 4 (Both Valid/Normal)
TRN-0681,Valid,0,Valid,0,0.07,0.39494651973808403,0,1.00996544164548,0,Group 4 (Both Valid/Normal)
TRN-0137,Invalid,1,Valid,0,0.2,0.43925146422330713,0,1.2803280888911601,0,Group 4 (Both Valid/Normal)
TRN-0474,Valid,0,Valid,0,0.05,0.37924488594433614,0,0.9984239566999704,0,Group 4 (Both Valid/Normal)
TRN-0793,Invalid,1,Valid,0,0.37,0.5784606776227973,1,2.160028440392007,1,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0300,Valid,0,Valid,0,0.11,0.45709247743889875,0,1.1242582520259705,0,Group 4 (Both Valid/Normal)
TRN-0096,Valid,0,Valid,0,0.07,0.38308936856487324,0,0.9850675876483426,0,Group 4 (Both Valid/Normal)
TRN-0399,Valid,0,Valid,0,0.19,0.5107876141684159,1,1.2376350243224823,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0392,Valid,0,Valid,0,0.02,0.40048056696500317,0,0.9959665429936004,0,Group 4 (Both Valid/Normal)
TRN-0922,Valid,0,Valid,0,0.15,0.39396347057168013,0,0.990327538009382,0,Group 4 (Both Valid/Normal)
TRN-0674,Valid,0,Valid,0,0.19,0.4680885061167851,0,1.1207151219157259,0,Group 4 (Both Valid/Normal)
TRN-0805,Invalid,1,Invalid,1,1.0,0.4865920816491763,0,0.9790744866077257,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0849,Valid,0,Valid,0,0.06,0.39429424764641025,0,0.9959212079953712,0,Group 4 (Both Valid/Normal)
TRN-0720,Valid,0,Valid,0,0.1,0.43035969598611223,0,1.0471346316324552,0,Group 4 (Both Valid/Normal)
TRN-0244,Valid,0,Valid,0,0.05,0.4539012715797609,0,1.1448494578916344,0,Group 4 (Both Valid/Normal)
TRN-0584,Valid,0,Valid,0,0.05,0.4152657293951361,0,1.0150492823527784,0,Group 4 (Both Valid/Normal)
TRN-0393,Valid,0,Valid,0,0.06,0.3957262768261789,0,1.039453738185343,0,Group 4 (Both Valid/Normal)
TRN-0046,Valid,0,Valid,0,0.0,0.3971399901936996,0,0.9752631344178108,0,Group 4 (Both Valid/Normal)
TRN-0055,Valid,0,Valid,0,0.15,0.44679024930512856,0,1.1126654842608537,0,Group 4 (Both Valid/Normal)
TRN-0040,Invalid,1,Valid,0,0.32,0.4667804859046144,0,1.1729277702408052,0,Group 4 (Both Valid/Normal)
TRN-0604,Invalid,1,Invalid,1,0.52,0.4349379595992053,0,1.1679686996172547,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0383,Valid,0,Valid,0,0.31,0.5727160781320835,1,0.9764654489747834,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0631,Invalid,1,Invalid,1,0.78,0.5428172756677613,1,1.1138055693258617,0,Group 1 (Both Invalid/Anomalous)
TRN-0596,Valid,0,Valid,0,0.12,0.6120432731284882,1,1.0705846003191124,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0954,Valid,0,Valid,0,0.07,0.39851033161646665,0,1.0017356117859342,0,Group 4 (Both Valid/Normal)
TRN-0069,Invalid,1,Invalid,1,0.83,0.5048681806855528,1,0.9874047318240219,0,Group 1 (Both Invalid/Anomalous)
TRN-0195,Valid,0,Valid,0,0.03,0.38108079802199435,0,0.9702751227199136,0,Group 4 (Both Valid/Normal)
TRN-0104,Valid,0,Valid,0,0.06,0.38088705519430727,0,1.0142558608046173,0,Group 4 (Both Valid/Normal)
TRN-0751,Valid,0,Valid,0,0.05,0.3901031991283864,0,0.9694130543051804,0,Group 4 (Both Valid/Normal)
TRN-0537,Valid,0,Valid,0,0.04,0.3855217813349786,0,1.0072458575446732,0,Group 4 (Both Valid/Normal)
TRN-0348,Valid,0,Valid,0,0.08,0.3794484694138293,0,0.9733551054212839,0,Group 4 (Both Valid/Normal)
TRN-0730,Valid,0,Valid,0,0.23,0.4219408940511887,0,1.1440238600296209,0,Group 4 (Both Valid/Normal)
TRN-0961,Valid,0,Valid,0,0.07,0.37754557585832155,0,0.9790186753118103,0,Group 4 (Both Valid/Normal)
TRN-0818,Valid,0,Valid,0,0.13,0.43546079960032796,0,1.0339261282907526,0,Group 4 (Both Valid/Normal)
TRN-0794,Valid,0,Valid,0,0.08,0.4156274970187206,0,1.0611410581008167,0,Group 4 (Both Valid/Normal)
TRN-0488,Valid,0,Valid,0,0.08,0.48101056735389675,0,1.1462799654162252,0,Group 4 (Both Valid/Normal)
TRN-0577,Valid,0,Valid,0,0.12,0.39393714108218,0,0.9977261873285779,0,Group 4 (Both Valid/Normal)
TRN-0388,Valid,0,Valid,0,0.02,0.3866308557308992,0,0.9916965744221269,0,Group 4 (Both Valid/Normal)
TRN-0490,Invalid,1,Valid,0,0.48,0.4607254329885221,0,1.1639152253250113,0,Group 4 (Both Valid/Normal)
TRN-0774,Valid,0,Valid,0,0.03,0.3788396233402236,0,0.9673523009461794,0,Group 4 (Both Valid/Normal)
TRN-0590,Valid,0,Valid,0,0.16,0.4055549257893831,0,1.0617627927620343,0,Group 4 (Both Valid/Normal)
TRN-0968,Invalid,1,Invalid,1,0.65,0.47340087814040094,0,1.452284308207053,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0601,Valid,0,Valid,0,0.0,0.4074362977273957,0,1.0350011125592926,0,Group 4 (Both Valid/Normal)
TRN-0694,Valid,0,Valid,0,0.01,0.37944957658825085,0,0.9693344696145723,0,Group 4 (Both Valid/Normal)
TRN-0996,Valid,0,Valid,0,0.12,0.4303504808590534,0,1.0483120015165859,0,Group 4 (Both Valid/Normal)
TRN-0550,Valid,0,Valid,0,0.08,0.46954626745159833,0,1.1052888744231877,0,Group 4 (Both Valid/Normal)
TRN-0362,Valid,0,Valid,0,0.02,0.3826211291761048,0,0.9897158210598823,0,Group 4 (Both Valid/Normal)
TRN-0403,Valid,0,Valid,0,0.02,0.3779829264994368,0,0.9752054331850715,0,Group 4 (Both Valid/Normal)
TRN-0895,Valid,0,Valid,0,0.11,0.4134839454815453,0,1.0404260102307803,0,Group 4 (Both Valid/Normal)
TRN-0710,Valid,0,Valid,0,0.17,0.4040849558853766,0,1.0738609509250654,0,Group 4 (Both Valid/Normal)
TRN-0081,Invalid,1,Invalid,1,0.93,0.49537102532138694,0,0.9790744866077254,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0505,Valid,0,Valid,0,0.12,0.3906829904680197,0,0.970014954284735,0,Group 4 (Both Valid/Normal)
TRN-0671,Valid,0,Valid,0,0.22,0.5887283179485441,1,0.9871940054625229,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0923,Valid,0,Valid,0,0.04,0.41776563859283355,0,1.0287742707111849,0,Group 4 (Both Valid/Normal)
TRN-0456,Valid,0,Valid,0,0.07,0.4050845407558262,0,1.0453631408205988,0,Group 4 (Both Valid/Normal)
TRN-0864,Valid,0,Valid,0,0.09,0.4041702462242242,0,1.0215695006873184,0,Group 4 (Both Valid/Normal)
TRN-0728,Valid,0,Valid,0,0.15,0.4037992930826487,0,1.0358220748225098,0,Group 4 (Both Valid/Normal)
TRN-0795,Valid,0,Valid,0,0.1,0.48136056193623067,0,1.331812441218233,0,Group 4 (Both Valid/Normal)
TRN-0339,Valid,0,Valid,0,0.02,0.39926181502661745,0,1.0008908623717574,0,Group 4 (Both Valid/Normal)
TRN-0755,Invalid,1,Invalid,1,0.62,0.45002975803301,0,1.2838637825201955,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0926,Valid,0,Valid,0,0.03,0.4367296183927608,0,1.0437615078226403,0,Group 4 (Both Valid/Normal)
TRN-0340,Valid,0,Valid,0,0.07,0.37844266672190374,0,0.9650601718126515,0,Group 4 (Both Valid/Normal)
TRN-0624,Valid,0,Valid,0,0.05,0.40558769622833607,0,1.0632482367385752,0,Group 4 (Both Valid/Normal)
TRN-0985,Valid,0,Valid,0,0.33,0.4424842953990597,0,1.0973177391801259,0,Group 4 (Both Valid/Normal)
TRN-0860,Valid,0,Valid,0,0.23,0.4011165191273476,0,0.9963476666227292,0,Group 4 (Both Valid/Normal)
TRN-0560,Valid,0,Valid,0,0.2,0.4005115033810989,0,1.004635345214742,0,Group 4 (Both Valid/Normal)
TRN-0811,Valid,0,Valid,0,0.25,0.4492752376347348,0,1.0117402118692824,0,Group 4 (Both Valid/Normal)
TRN-0395,Valid,0,Valid,0,0.01,0.37570281868507666,0,0.9694909002678402,0,Group 4 (Both Valid/Normal)
TRN-0839,Invalid,1,Invalid,1,0.7,0.41485975858483903,0,1.1403401103129829,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0779,Valid,0,Valid,0,0.11,0.3969876719230607,0,1.015598111645054,0,Group 4 (Both Valid/Normal)
TRN-0543,Valid,0,Valid,0,0.3,0.49235480387321134,0,1.0236523668903577,0,Group 4 (Both Valid/Normal)
TRN-0158,Valid,0,Valid,0,0.0,0.40007258854083944,0,1.04099502927094,0,Group 4 (Both Valid/Normal)
TRN-0799,Valid,0,Valid,0,0.05,0.40330337870486294,0,1.0171048538613066,0,Group 4 (Both Valid/Normal)
TRN-0946,Valid,0,Valid,0,0.14,0.4157401604075522,0,1.1827036119681684,0,Group 4 (Both Valid/Normal)
TRN-0927,Invalid,1,Invalid,1,0.99,0.5227489520282429,1,1.0477663484799673,0,Group 1 (Both Invalid/Anomalous)
TRN-0952,Valid,0,Valid,0,0.14,0.40171570235229453,0,1.014360405938471,0,Group 4 (Both Valid/Normal)
TRN-0608,Valid,0,Valid,0,0.08,0.42550867440910617,0,1.0434278104844996,0,Group 4 (Both Valid/Normal)
TRN-0212,Valid,0,Valid,0,0.05,0.42251176566378856,0,1.0440464799629834,0,Group 4 (Both Valid/Normal)
TRN-0480,Valid,0,Valid,0,0.01,0.38719409697920415,0,0.9705902698019685,0,Group 4 (Both Valid/Normal)
TRN-0904,Valid,0,Valid,0,0.09,0.4418488239541165,0,1.0141040936363885,0,Group 4 (Both Valid/Normal)
TRN-0607,Valid,0,Valid,0,0.17,0.4602481122218191,0,1.0077098174799688,0,Group 4 (Both Valid/Normal)
TRN-0855,Valid,0,Valid,0,0.11,0.3898289321363448,0,1.0365899758692345,0,Group 4 (Both Valid/Normal)
TRN-0879,Valid,0,Valid,0,0.06,0.4186059467677751,0,1.0592573460378536,0,Group 4 (Both Valid/Normal)
TRN-0667,Valid,0,Valid,0,0.44,0.5886923253974269,1,0.9823745390107839,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0232,Valid,0,Valid,0,0.09,0.46208823593674075,0,1.2471029172574861,0,Group 4 (Both Valid/Normal)
TRN-0299,Valid,0,Valid,0,0.05,0.41276513267610254,0,1.035713453975794,0,Group 4 (Both Valid/Normal)
TRN-0629,Valid,0,Valid,0,0.02,0.40170163902540484,0,1.0387789527775424,0,Group 4 (Both Valid/Normal)
TRN-0858,Valid,0,Valid,0,0.07,0.45707373675167134,0,1.1635282370843283,0,Group 4 (Both Valid/Normal)
TRN-0994,Valid,0,Valid,0,0.06,0.41588376610986094,0,0.9678752697068804,0,Group 4 (Both Valid/Normal)
TRN-0306,Valid,0,Valid,0,0.09,0.4049217251954618,0,1.0136886072592173,0,Group 4 (Both Valid/Normal)
TRN-0654,Valid,0,Valid,0,0.11,0.393372496181918,0,0.9732733360520758,0,Group 4 (Both Valid/Normal)
TRN-0917,Valid,0,Valid,0,0.03,0.3874085817778933,0,1.0081878879711728,0,Group 4 (Both Valid/Normal)
TRN-0231,Valid,0,Valid,0,0.1,0.3949465403548346,0,0.9901456002495111,0,Group 4 (Both Valid/Normal)
TRN-0460,Valid,0,Valid,0,0.01,0.39105246770660357,0,0.9552153453014902,0,Group 4 (Both Valid/Normal)
TRN-0492,Valid,0,Valid,0,0.09,0.4220357894003161,0,0.9782694938020912,0,Group 4 (Both Valid/Normal)
TRN-0825,Valid,0,Valid,0,0.03,0.39122618704585804,0,1.0336961217963343,0,Group 4 (Both Valid/Normal)
TRN-0279,Valid,0,Valid,0,0.05,0.3985560707817251,0,0.9822981607941399,0,Group 4 (Both Valid/Normal)
TRN-0580,Valid,0,Valid,0,0.03,0.388558763459189,0,0.9777200225242642,0,Group 4 (Both Valid/Normal)
TRN-0992,Valid,0,Valid,0,0.08,0.4056288790997123,0,1.0407734213986712,0,Group 4 (Both Valid/Normal)
TRN-0934,Valid,0,Valid,0,0.04,0.386918481575522,0,0.9800857165322794,0,Group 4 (Both Valid/Normal)
